user_id,recs
141827770,386722822
141827770,133733288
141827770,173868696
141827770,470294611
141827770,187690
141827770,557141434
141827770,322819965
141827770,105764017
141827770,391129141
141827770,193097210
494341617,80375934
494341617,457814876
494341617,216380230
494341617,441819730
494341617,371026581
494341617,400182051
494341617,300222940
494341617,296803049
494341617,19204693
494341617,154129943
453833313,551569531
453833313,220779752
453833313,240634604
453833313,100004739
453833313,174464327
453833313,421090527
453833313,284657707
453833313,418481755
453833313,589145574
453833313,36599160
154047442,322886290
154047442,188634543
154047442,101207757
154047442,294212850
154047442,57809179
154047442,415691047
154047442,55130503
154047442,502426920
154047442,141127965
154047442,561467544
330326695,466519326
330326695,166560476
330326695,407807247
330326695,425912310
330326695,556088316
330326695,569023188
330326695,542704964
330326695,466768717
330326695,267934070
330326695,229019372
179539924,135145269
179539924,385158932
179539924,575235455
179539924,488833784
179539924,227456881
179539924,11532616
179539924,565945476
179539924,542304274
179539924,556013839
179539924,535200481
452519119,273228026
452519119,403509636
452519119,197870726
452519119,75074809
452519119,370900860
452519119,194621430
452519119,367782428
452519119,72241060
452519119,493299692
452519119,272356409
266023515,411804753
266023515,72432496
266023515,385158932
266023515,141256119
266023515,43158373
266023515,494701794
266023515,173868696
266023515,2407076
266023515,340981856
266023515,587434262
22420022,174539077
22420022,221379209
22420022,487244169
22420022,192584228
22420022,271029366
22420022,273112231
22420022,595186026
22420022,23138520
22420022,157756609
22420022,94420651
378130579,11637895
378130579,19204693
378130579,542386845
378130579,127241584
378130579,274955800
378130579,342121981
378130579,138693256
378130579,380451410
378130579,562527679
378130579,534206097
160253043,147633652
160253043,566300084
160253043,538430248
160253043,34267411
160253043,357764919
160253043,556013839
160253043,571599289
160253043,290561762
160253043,459642020
160253043,534794883
475017368,54651682
475017368,174464327
475017368,162519273
475017368,117541341
475017368,33192225
475017368,199027602
475017368,211270966
475017368,116694637
475017368,546352970
475017368,213031386
421856091,538552335
421856091,177297120
421856091,273228026
421856091,552999104
421856091,486680574
421856091,568971955
421856091,19205841
421856091,487012071
421856091,32980442
421856091,165276803
25964252,180636794
25964252,326096938
25964252,132147583
25964252,80045447
25964252,515995572
25964252,18012867
25964252,379565924
25964252,331123557
25964252,411804753
25964252,503461738
440965824,579194093
440965824,53893906
440965824,269689628
440965824,108525701
440965824,415862393
440965824,76978620
440965824,351801706
440965824,348495176
440965824,115505153
440965824,305465708
25098491,195760644
25098491,408564863
25098491,419481701
25098491,476631301
25098491,555613640
25098491,278975333
25098491,310400955
25098491,367570248
25098491,223201022
25098491,576609659
129092056,503144719
129092056,406917211
129092056,438331512
129092056,6721423
129092056,23138520
129092056,286145423
129092056,337132618
129092056,522106178
129092056,210535269
129092056,466929994
22320303,97464169
22320303,451299796
22320303,433871010
22320303,503144719
22320303,270010288
22320303,515995572
22320303,429581878
22320303,229019372
22320303,410771163
22320303,28606246
407212442,546352970
407212442,314100058
407212442,496063572
407212442,56189338
407212442,295871391
407212442,525580186
407212442,557396115
407212442,142521188
407212442,55581238
407212442,456535375
309340035,451299796
309340035,446991761
309340035,545325922
309340035,578477189
309340035,208056704
309340035,6721423
309340035,375976514
309340035,190285675
309340035,282582079
309340035,488833784
357778420,270710725
357778420,458547562
357778420,317749522
357778420,342865558
357778420,483311159
357778420,89382501
357778420,557682703
357778420,108492953
357778420,578477189
357778420,446991761
151992253,278200348
151992253,245288157
151992253,136184484
151992253,13407547
151992253,77795647
151992253,451299796
151992253,485878268
151992253,131074786
151992253,415691047
151992253,158554667
384598926,24788089
384598926,235287759
384598926,520388077
384598926,146801479
384598926,303076525
384598926,134693054
384598926,367058312
384598926,86303002
384598926,472541821
384598926,107304953
378629945,433184043
378629945,221379209
378629945,53244726
378629945,71739621
378629945,538283860
378629945,522106178
378629945,76978620
378629945,275742476
378629945,435777005
378629945,36658753
21962455,487012071
21962455,88925761
21962455,390666052
21962455,146845735
21962455,199030149
21962455,361030965
21962455,83641419
21962455,339288433
21962455,337132618
21962455,221035567
135495084,188993616
135495084,469058068
135495084,38013474
135495084,341842114
135495084,317164410
135495084,441993011
135495084,568583111
135495084,580757772
135495084,315473922
135495084,540845826
126338082,241696962
126338082,436332436
126338082,312476033
126338082,306596916
126338082,263109416
126338082,536607535
126338082,340838579
126338082,64386941
126338082,183039194
126338082,361594085
178605097,187690
178605097,325049801
178605097,76978620
178605097,580757772
178605097,3496033
178605097,490514220
178605097,542386845
178605097,352583657
178605097,483904221
178605097,80045447
480520863,258632040
480520863,121929523
480520863,175108077
480520863,108492953
480520863,345474400
480520863,167237087
480520863,104674846
480520863,305891916
480520863,538283860
480520863,390986725
146994685,569264357
146994685,433324484
146994685,144184265
146994685,303696971
146994685,483756162
146994685,511425263
146994685,533393374
146994685,97464169
146994685,496279225
146994685,567914720
438071066,197163726
438071066,459502926
438071066,121943613
438071066,322886290
438071066,301823947
438071066,56346777
438071066,296346756
438071066,23826288
438071066,394996277
438071066,140491904
390463734,147060861
390463734,527218020
390463734,450756036
390463734,44096584
390463734,138693256
390463734,492203040
390463734,519069271
390463734,421090527
390463734,166560476
390463734,240292951
327909305,50830949
327909305,69541497
327909305,200711403
327909305,387744308
327909305,10731992
327909305,476318699
327909305,522590561
327909305,301205122
327909305,524308231
327909305,327075235
273134517,406917211
273134517,398267900
273134517,327708488
273134517,379835739
273134517,462534406
273134517,275742476
273134517,85394597
273134517,184994979
273134517,270710725
273134517,281819823
325836375,392352609
325836375,281017766
325836375,80045447
325836375,101207757
325836375,556367962
325836375,307375165
325836375,592408179
325836375,43860813
325836375,424620440
325836375,606077958
188932934,518145569
188932934,522106178
188932934,601925093
188932934,216348515
188932934,19205841
188932934,587627758
188932934,216380230
188932934,19204693
188932934,464365848
188932934,291382948
491745878,246683174
491745878,143717112
491745878,50323725
491745878,272562605
491745878,502770864
491745878,470010219
491745878,123347671
491745878,251792505
491745878,290561762
491745878,456535375
344718151,140491904
344718151,100716940
344718151,62415145
344718151,519277057
344718151,44651915
344718151,223588198
344718151,3496033
344718151,158651826
344718151,72164422
344718151,299319216
182201428,401820839
182201428,211363908
182201428,305071124
182201428,552934603
182201428,17501078
182201428,97464169
182201428,514997241
182201428,157395113
182201428,111592923
182201428,536900962
215859410,14514670
215859410,221719867
215859410,334382081
215859410,501952067
215859410,136401110
215859410,136306760
215859410,327708488
215859410,77782817
215859410,328216916
215859410,199253393
295394707,220714837
295394707,20603525
295394707,13222064
295394707,5978183
295394707,552999104
295394707,566049057
295394707,323586654
295394707,471357365
295394707,191895279
295394707,437376237
241779862,314100058
241779862,116102181
241779862,182125489
241779862,380213482
241779862,70647619
241779862,374349431
241779862,356865122
241779862,491540863
241779862,382200050
241779862,394996277
183501899,425836489
183501899,241555950
183501899,271211478
183501899,196958753
183501899,502426920
183501899,42176720
183501899,147060861
183501899,591044902
183501899,100446155
183501899,212682295
462883403,228275405
462883403,542304274
462883403,227529756
462883403,98703650
462883403,295789635
462883403,315473922
462883403,413543845
462883403,54443893
462883403,601461740
462883403,596372926
488500223,212722115
488500223,437520970
488500223,33970173
488500223,173868696
488500223,553222940
488500223,150465946
488500223,185074856
488500223,340945137
488500223,492203040
488500223,501952067
452381271,463887883
452381271,241555950
452381271,24273915
452381271,487546840
452381271,40604251
452381271,3435948
452381271,331125775
452381271,191928375
452381271,442671626
452381271,182406522
186313881,487244169
186313881,533278498
186313881,225223937
186313881,428184017
186313881,592697362
186313881,463217031
186313881,544805749
186313881,495326666
186313881,121344701
186313881,283478987
509157863,370900860
509157863,587434262
509157863,112911646
509157863,341842114
509157863,50830949
509157863,446693860
509157863,458547562
509157863,506787981
509157863,264480294
509157863,240634604
397656936,322672544
397656936,41971829
397656936,54443893
397656936,471262466
397656936,88833306
397656936,239819057
397656936,223201022
397656936,447388247
397656936,243302757
397656936,184565195
394397371,462546171
394397371,530524446
394397371,575418131
394397371,78771103
394397371,40790315
394397371,170224098
394397371,199253393
394397371,539085313
394397371,366962401
394397371,193097210
429493542,392352609
429493542,517239502
429493542,93505095
429493542,487546840
429493542,144380279
429493542,120233157
429493542,215374208
429493542,67299775
429493542,540807018
429493542,78771103
88884017,294194116
88884017,437605009
88884017,557141434
88884017,540799590
88884017,163424633
88884017,13222064
88884017,493863699
88884017,433552354
88884017,3435948
88884017,572233819
505405151,567838950
505405151,602063620
505405151,270710725
505405151,517896546
505405151,193097210
505405151,463217031
505405151,105764017
505405151,176360013
505405151,571599289
505405151,144380279
432257813,167237087
432257813,184565195
432257813,7319207
432257813,318241552
432257813,84611738
432257813,72164422
432257813,138853444
432257813,188857674
432257813,549773014
432257813,470294611
33549,132147583
33549,581444947
33549,367570248
33549,263111397
33549,540625214
33549,562527679
33549,76978620
33549,409479751
33549,305465708
33549,262360430
417550762,19205841
417550762,213807372
417550762,483210437
417550762,451299796
417550762,371026581
417550762,314100058
417550762,28100095
417550762,385962372
417550762,222689569
417550762,119228172
490672589,550008361
490672589,1895043
490672589,557141434
490672589,310418206
490672589,32792617
490672589,325726527
490672589,135572790
490672589,103998445
490672589,436332436
490672589,576609659
194327317,102587314
194327317,488000350
194327317,184565195
194327317,187201752
194327317,235605534
194327317,158380789
194327317,433552354
194327317,401820839
194327317,443903838
194327317,271211478
357891770,385301355
357891770,322886290
357891770,430342385
357891770,258632040
357891770,188993616
357891770,21693568
357891770,600412448
357891770,334382081
357891770,135145269
357891770,459502926
195709915,466519326
195709915,606077958
195709915,76978620
195709915,426196229
195709915,33192225
195709915,329362081
195709915,408157922
195709915,434650826
195709915,214314012
195709915,316733385
339994593,433324484
339994593,401707251
339994593,300617801
339994593,490515077
339994593,486460746
339994593,321317028
339994593,328608840
339994593,136306760
339994593,443903838
339994593,533393374
402242007,182406522
402242007,293444450
402242007,373637767
402242007,107304953
402242007,439160154
402242007,597427068
402242007,3637543
402242007,108618759
402242007,539104990
402242007,341503042
294764976,563508822
294764976,165276803
294764976,1144655
294764976,560581006
294764976,490515077
294764976,313132729
294764976,403675528
294764976,536234609
294764976,301018107
294764976,147417673
